"merchant","industry","first_charge_date","country","business_size"
"df90b2f0","Clothing & accessory","2040-09-25 00:00:00+00:00","GB","small"
"da1686ef","Merchandise","2040-10-26 00:00:00+00:00","GB","small"
"203bb22d","Grocery & food stores","2040-09-11 00:00:00+00:00","IT","small"
"fa1b7321","Software","2040-09-13 00:00:00+00:00","MX","small"
"526cb738","Leisure","2040-09-15 00:00:00+00:00","GB","small"
"bc00902a","Personal services","2040-11-25 00:00:00+00:00","CA","small"
"6daa0c1a","Business services","2040-09-22 00:00:00+00:00","CA","small"
"a44fb388","Healthcare","2040-11-19 00:00:00+00:00","IN","small"
"f3161376","Grocery & food stores","2040-11-15 00:00:00+00:00","US","small"
"97df5239","Ticketing & events","2040-11-18 00:00:00+00:00","US","small"
"0f95480a","Food & drink","2041-04-19 00:00:00+00:00","IT","small"
"daeb2280","Business services","2041-01-20 00:00:00+00:00","US","small"
"77e8987c","Business services","2041-05-19 00:00:00+00:00","US","small"
"885a3730","Business services","2041-02-22 00:00:00+00:00","AU","small"
"470d5074","Travel & lodging","2040-11-12 00:00:00+00:00","GB","small"
"36a30fc1","Medical services, drugs, testing labs & equipment medium","2040-11-16 00:00:00+00:00","IE","small"
"d181faf3","Clothing & accessory","2040-11-22 00:00:00+00:00","AU","small"
"8d2585ff","Others","2041-05-19 00:00:00+00:00","US","small"
"29775245","Religion, politics & other memberships","2041-02-08 00:00:00+00:00","US","small"
"52f5ac29","Software","2040-12-09 00:00:00+00:00","CA","small"
"6cb5aae8","Food & drink","2041-02-23 00:00:00+00:00","US","small"
"3966f08f","Religion, politics & other memberships","2041-04-12 00:00:00+00:00","AT","small"
"b6a6c268","Business services","2041-02-03 00:00:00+00:00","US","small"
"21dd5b34","Leisure","2041-02-26 00:00:00+00:00","JP","small"
"e9f7b44c","Merchandise","2041-04-19 00:00:00+00:00","GB","small"
"1e0c2505","Business services","2041-05-19 00:00:00+00:00","HU","small"
"77a5d7f4","Business services","2041-03-31 00:00:00+00:00","US","small"
"982ea1e7","Food & drink","2041-04-22 00:00:00+00:00","FR","small"
"a56ff712","Business services","2041-05-19 00:00:00+00:00","RO","small"
"a17e0c72","Education","2041-05-19 00:00:00+00:00","ES","small"
"91cd2db3","Leisure","2041-03-15 00:00:00+00:00","US","small"
"2d778b40","Merchandise","2041-03-29 00:00:00+00:00","US","small"
"a797df59","Business services","2041-04-27 00:00:00+00:00","AU","small"
"367df898","Personal services","2041-02-25 00:00:00+00:00","GB","small"
"371db43a","Business services","2041-05-19 00:00:00+00:00","US","small"
"96b16e07","Education","2041-04-24 00:00:00+00:00","US","small"
"1e712911","Personal services","2041-03-17 00:00:00+00:00","US","small"
"6bb9e797","Food & drink","2041-03-21 00:00:00+00:00","DK","small"
"74a4f9ff","Software","2041-03-19 00:00:00+00:00","US","small"
"1c512e5e","Education","2041-04-01 00:00:00+00:00","US","small"
"1429b118","Business services","2041-03-20 00:00:00+00:00","US","small"
"1f3ce1ea","Merchandise","2041-05-19 00:00:00+00:00","US","small"
"c04d0dbb","Software","2041-05-19 00:00:00+00:00","US","small"
"25c5980e","Business services","2041-05-19 00:00:00+00:00","US","small"
"83be137d","Business services","2041-05-19 00:00:00+00:00","US","small"
"08dd7ed9","Food & drink","2041-05-19 00:00:00+00:00","ES","small"
"5f9e8244","Grocery & food stores","2041-04-11 00:00:00+00:00","GB","small"
"8f4db3b1","Religion, politics & other memberships","2041-05-19 00:00:00+00:00","MX","small"
"0aa49097","Religion, politics & other memberships","2041-04-19 00:00:00+00:00","CA","small"
"d17a93dd","Others","2041-05-19 00:00:00+00:00","AU","small"
"05f13790","Leisure","2041-05-19 00:00:00+00:00","US","small"
"a159710b","Art & photography","2041-04-28 00:00:00+00:00","US","small"
"84d69571","Business services","2041-04-27 00:00:00+00:00","NO","small"
"14d29c35","Ticketing & events","2041-05-19 00:00:00+00:00","FR","medium"
"c2068698","Business services","2041-05-19 00:00:00+00:00","FR","small"
"04ee64bd","Education","2041-05-19 00:00:00+00:00","US","small"
"b2ff0acf","Clothing & accessory","2041-05-19 00:00:00+00:00","BE","small"
"269f8f44","Food & drink","2041-05-19 00:00:00+00:00","IE","small"
"f237f794","Transportation & car rental","2041-05-19 00:00:00+00:00","GB","small"
"93b2c33b","Food & drink","2041-05-19 00:00:00+00:00","CA","small"
"f46e5285","Grocery & food stores","2041-05-19 00:00:00+00:00","SG","small"
"d83137ca","Others","2041-05-19 00:00:00+00:00","CA","small"
"7ceba44a","Food & drink","2041-05-19 00:00:00+00:00","CH","small"
"51edbce7","Merchandise","2041-05-19 00:00:00+00:00","CH","small"
"6f0bb4b5","Travel & lodging","2041-05-19 00:00:00+00:00","ES","small"
"c3162e74","Food & drink","2041-05-19 00:00:00+00:00","IE","small"
"0f0df759","Software","2034-04-07 00:00:00+00:00","CA","small"
"b53b4db6","Software","2034-02-22 00:00:00+00:00","US","small"
"d5858728","Religion, politics & other memberships","2034-05-27 00:00:00+00:00","US","small"
"19e77d64","Religion, politics & other memberships","2035-09-18 00:00:00+00:00","CA","small"
"8a7c6470","Food & drink","2035-07-06 00:00:00+00:00","US","small"
"9584990a","Clothing & accessory","2037-04-24 00:00:00+00:00","GB","small"
"654b261e","Business services","2041-05-20 00:00:00+00:00","US","small"
"828188ce","Personal services","2040-03-25 00:00:00+00:00","US","medium"
"f2855789","Digital goods","2039-01-15 00:00:00+00:00","US","small"
"fc683f8d","Specialty retail","2036-05-26 00:00:00+00:00","US","small"
"993f3c82","Others","2036-09-22 00:00:00+00:00","CA","small"
"46d61de1","Digital goods","2037-04-01 00:00:00+00:00","US","small"
"7e8cd18d","Business services","2037-01-10 00:00:00+00:00","JP","small"
"5d8d5cda","Business services","2036-11-24 00:00:00+00:00","US","small"
"9c6f5486","Personal services","2039-07-25 00:00:00+00:00","US","small"
"58e86d6a","Merchandise","2037-01-29 00:00:00+00:00","AU","small"
"056d5c32","Others","2037-02-01 00:00:00+00:00","AU","small"
"8ca65cd9","Clothing & accessory","2037-05-02 00:00:00+00:00","US","small"
"e91ca73b","Business services","2039-10-02 00:00:00+00:00","GB","small"
"c485b822","Charity","2037-09-16 00:00:00+00:00","US","small"
"22cbb2d3","Business services","2037-09-06 00:00:00+00:00","US","small"
"45196beb","Automotive parts and repair/service shops","2037-10-05 00:00:00+00:00","US","small"
"482eba66","Clothing & accessory","2039-02-03 00:00:00+00:00","GB","small"
"4404e9d3","Business services","2038-02-16 00:00:00+00:00","US","small"
"e392348c","Business services","2038-02-05 00:00:00+00:00","GB","small"
"5ac5d695","Business services","2038-02-28 00:00:00+00:00","US","small"
"1c685864","Software","2038-04-23 00:00:00+00:00","US","small"
"23a8d354","Merchandise","2040-02-26 00:00:00+00:00","IN","small"
"12b9818e","Cosmetics","2038-08-05 00:00:00+00:00","GB","small"
"db94568e","Automotive parts and repair/service shops","2038-04-12 00:00:00+00:00","GB","small"
"84065a2f","Food & drink","2038-06-26 00:00:00+00:00","NZ","small"
"864cf720","Merchandise","2038-05-01 00:00:00+00:00","FR","small"
"781a8eb2","Digital goods","2038-05-18 00:00:00+00:00","CH","small"
"a331a2f3","Software","2038-06-01 00:00:00+00:00","US","small"
"9cbc5715","Digital goods","2038-06-08 00:00:00+00:00","ES","small"
"467ca68f","Personal services","2038-06-19 00:00:00+00:00","GB","small"
"b7fdb294","Business services","2038-10-26 00:00:00+00:00","US","small"
"4f43337c","Ticketing & events","2038-11-01 00:00:00+00:00","NL","small"
"5153970b","Education","2038-11-01 00:00:00+00:00","US","small"
"cfb56add","Grocery & food stores","2039-01-26 00:00:00+00:00","DE","small"
"04a5525e","Leisure","2039-05-11 00:00:00+00:00","ES","small"
"1e7ed99a","Food & drink","2040-07-29 00:00:00+00:00","GB","small"
"46d27d02","Personal services","2038-11-21 00:00:00+00:00","SE","small"
"5c2a571c","Rentals","2039-01-13 00:00:00+00:00","US","small"
"6db5762d","Food & drink","2039-02-14 00:00:00+00:00","GB","small"
"83040592","Digital goods","2039-04-18 00:00:00+00:00","US","small"
"c913767c","Digital goods","2040-04-23 00:00:00+00:00","NO","small"
"fa3fe56a","Ticketing & events","2039-04-04 00:00:00+00:00","US","small"
"5a048095","Art & photography","2039-04-05 00:00:00+00:00","CA","small"
"4843c120","Merchandise","2039-11-09 00:00:00+00:00","US","small"
"67d0fbfa","Art & photography","2039-04-16 00:00:00+00:00","GB","small"
"99db3e28","Food & drink","2039-04-28 00:00:00+00:00","FR","small"
"4a1a6c90","Food & drink","2039-05-07 00:00:00+00:00","FR","small"
"dd2e31b1","Religion, politics & other memberships","2039-08-19 00:00:00+00:00","CA","small"
"755f2f2c","Others","2039-06-20 00:00:00+00:00","GB","small"
"1780363d","Clothing & accessory","2041-04-03 00:00:00+00:00","FR","small"
"a8d210a8","Merchandise","2039-08-17 00:00:00+00:00","AU","small"
"893fdef9","Personal services","2039-09-05 00:00:00+00:00","IE","small"
"a522e2cc","Business services","2040-02-24 00:00:00+00:00","US","medium"
"86e72a80","Ticketing & events","2039-08-27 00:00:00+00:00","ES","small"
"237d6749","Clothing & accessory","2041-05-20 00:00:00+00:00","MX","small"
"27e46c7a","Business services","2040-01-13 00:00:00+00:00","DE","small"
"a887a12a","Clothing & accessory","2039-12-18 00:00:00+00:00","FR","small"
"2fa5f611","Others","2039-12-13 00:00:00+00:00","US","small"
"a307c852","Business services","2040-01-12 00:00:00+00:00","GB","small"
"2a0b3489","Software","2041-01-20 00:00:00+00:00","US","small"
"02c85eb4","Specialty retail","2040-02-14 00:00:00+00:00","US","small"
"99d199ea","Software","2040-02-24 00:00:00+00:00","US","small"
"74133698","Furnishing","2040-05-02 00:00:00+00:00","JP","small"
"75ea1cb6","Healthcare","2040-11-09 00:00:00+00:00","NZ","small"
"f9bb5989","Personal services","2040-04-05 00:00:00+00:00","IT","small"
"b091e6fb","Software","2040-03-29 00:00:00+00:00","AU","small"
"8e6ada83","Software","2040-05-12 00:00:00+00:00","SG","large"
"4014047e","Digital goods","2040-04-07 00:00:00+00:00","NL","medium"
"4be9e518","Software","2040-06-05 00:00:00+00:00","FR","medium"
"b5bd5357","Business services","2040-06-11 00:00:00+00:00","GB","small"
"2872f3b8","Grocery & food stores","2040-05-14 00:00:00+00:00","PT","small"
"6de7083e","Business services","2040-04-30 00:00:00+00:00","US","small"
"69b17822","Art & photography","2040-05-02 00:00:00+00:00","ES","small"
"6c5817f2","Travel & lodging","2040-06-14 00:00:00+00:00","JP","small"
"bc40dade","Charity","2040-11-26 00:00:00+00:00","PT","small"
"d51ff14a","Cosmetics","2041-03-11 00:00:00+00:00","JP","small"
"d1a9c8d7","Business services","2041-05-20 00:00:00+00:00","CZ","small"
"89791498","Food & drink","2040-06-26 00:00:00+00:00","FR","small"
"dab0af8a","Merchandise","2040-07-13 00:00:00+00:00","GB","small"
"e517aced","Education","2040-07-23 00:00:00+00:00","GB","small"
"c82fc8a8","Education","2040-07-29 00:00:00+00:00","BR","small"
"c4aae383","Merchandise","2040-09-24 00:00:00+00:00","ES","small"
"bf6d86ec","Digital goods","2040-09-14 00:00:00+00:00","GB","small"
"8b9d7cd3","Software","2040-09-03 00:00:00+00:00","AU","small"
"d3e7f6fc","Furnishing","2040-08-02 00:00:00+00:00","US","small"
"0e5d380e","Software","2040-08-31 00:00:00+00:00","AE","small"
"1877d99e","Charity","2040-11-07 00:00:00+00:00","BR","small"
"f75fe3ca","Specialty retail","2040-08-15 00:00:00+00:00","US","small"
"b6c48a89","Digital goods","2040-12-22 00:00:00+00:00","CA","small"
"4ba0509f","Cosmetics","2041-02-19 00:00:00+00:00","FR","small"
"812b1db8","Business services","2040-12-16 00:00:00+00:00","US","small"
"72cf079c","Software","2040-10-03 00:00:00+00:00","DE","small"
"7fde441d","Business services","2041-01-06 00:00:00+00:00","FI","small"
"2f42adbe","Software","2040-10-19 00:00:00+00:00","EE","small"
"49b5d67e","Leisure","2040-10-20 00:00:00+00:00","IT","small"
"78f5e4e6","Personal services","2041-05-20 00:00:00+00:00","US","small"
"4fe985ab","Business services","2040-12-28 00:00:00+00:00","US","small"
"206f8755","Clothing & accessory","2040-11-24 00:00:00+00:00","US","small"
"89f4a695","Grocery & food stores","2040-12-02 00:00:00+00:00","ES","small"
"aed6a51c","Food & drink","2040-12-15 00:00:00+00:00","FR","small"
"5ce4524a","Business services","2040-12-30 00:00:00+00:00","US","small"
"98a4ccb3","Software","2041-01-08 00:00:00+00:00","CA","small"
"20580cc2","Business services","2041-03-30 00:00:00+00:00","ES","small"
"e117bdb7","Business services","2041-05-20 00:00:00+00:00","GB","small"
"221e7a35","Merchandise","2041-03-08 00:00:00+00:00","FR","small"
"26d7a300","Personal services","2041-02-15 00:00:00+00:00","US","small"
"cb7d5b89","Religion, politics & other memberships","2041-05-20 00:00:00+00:00","AU","small"
"0a11779c","Business services","2041-04-15 00:00:00+00:00","US","small"
"693f6bd1","Software","2041-05-20 00:00:00+00:00","GB","small"
"aaaea5e9","Personal services","2041-03-17 00:00:00+00:00","FR","small"
"a6c96014","Business services","2041-04-19 00:00:00+00:00","ES","small"
"0e5b1c3c","Digital goods","2041-03-05 00:00:00+00:00","US","small"
"62e51d48","Grocery & food stores","2041-03-17 00:00:00+00:00","JP","small"
"773f0929","Art & photography","2041-03-16 00:00:00+00:00","AU","small"
"d58c59c8","Clothing & accessory","2041-04-13 00:00:00+00:00","US","small"
"80068099","Software","2041-05-20 00:00:00+00:00","AU","small"
"2d56957d","Others","2041-05-20 00:00:00+00:00","US","small"
"362fe82a","Business services","2041-05-20 00:00:00+00:00","GB","small"
"e6000190","Merchandise","2041-05-20 00:00:00+00:00","US","small"
"f45e1b08","Education","2041-04-30 00:00:00+00:00","ES","small"
"37f2b232","Others","2041-04-15 00:00:00+00:00","US","small"
"f881b980","Software","2041-05-20 00:00:00+00:00","US","small"
"985f5bef","Construction","2041-05-20 00:00:00+00:00","US","small"
"002f23d8","Business services","2041-05-20 00:00:00+00:00","NZ","small"
"20947674","Others","2041-05-20 00:00:00+00:00","NZ","small"
"fd3b2c9d","Grocery & food stores","2041-05-20 00:00:00+00:00","CA","small"
"59dcdf70","Food & drink","2041-05-20 00:00:00+00:00","US","small"
"d163db94","Grocery & food stores","2041-05-20 00:00:00+00:00","FR","small"
"347f6e19","Education","2041-05-20 00:00:00+00:00","GB","small"
"92b8fe2f","Personal services","2041-05-20 00:00:00+00:00","US","small"
"56b9dd01","Cosmetics","2041-05-20 00:00:00+00:00","MX","small"
"6fdc6c12","Digital goods","2041-05-20 00:00:00+00:00","US","small"
"e4197843","Business services","2041-05-20 00:00:00+00:00","IN","small"
"66dcb541","Business services","2041-05-20 00:00:00+00:00","US","small"
"c04dd912","Software","2037-12-23 00:00:00+00:00","US","small"
"337e6505","Ticketing & events","2034-12-01 00:00:00+00:00","US","small"
"c7274d41","Automotive parts and repair/service shops","2033-03-01 00:00:00+00:00","US","small"
"dec3543b","Leisure","2033-01-10 00:00:00+00:00","US","small"
"94cbfead","Grocery & food stores","2035-02-25 00:00:00+00:00","GB","small"
"82b205de","Personal services","2035-06-05 00:00:00+00:00","AU","small"
"406b68f8","Education","2035-12-29 00:00:00+00:00","US","small"
"c1d65223","Religion, politics & other memberships","2035-08-28 00:00:00+00:00","CA","small"
"1d15d2a3","Business services","2037-05-21 00:00:00+00:00","CA","small"
"3c4d0888","Business services","2036-09-02 00:00:00+00:00","US","small"
"87cbfb4c","Software","2036-10-13 00:00:00+00:00","CA","small"
"5363de91","Merchandise","2036-09-29 00:00:00+00:00","GB","medium"
"46aff387","Travel & lodging","2036-12-06 00:00:00+00:00","ES","small"
"f9e29f29","Charity","2036-12-09 00:00:00+00:00","AT","small"
"0777c20e","Business services","2037-04-19 00:00:00+00:00","US","small"
"cb88e3d0","Ticketing & events","2037-03-16 00:00:00+00:00","SE","small"
"6250ab8f","Education","2037-03-06 00:00:00+00:00","JP","small"
"6da54b9b","Travel & lodging","2037-03-28 00:00:00+00:00","GB","small"
"55b55468","Ticketing & events","2038-03-29 00:00:00+00:00","NO","small"
"fbc7ee45","Business services","2037-11-06 00:00:00+00:00","US","small"
"63133125","Others","2037-10-06 00:00:00+00:00","US","small"
"a007ccb8","Rentals","2037-11-07 00:00:00+00:00","US","small"
"917bc2fe","Business services","2038-05-21 00:00:00+00:00","US","small"
"e883c15f","Cosmetics","2037-11-28 00:00:00+00:00","DE","small"
"f0e3d0dd","Software","2038-05-21 00:00:00+00:00","SG","small"
"d89c8b56","Digital goods","2038-02-18 00:00:00+00:00","AU","small"
"0254604f","Digital goods","2038-06-16 00:00:00+00:00","NO","small"
"047083a3","Transportation & car rental","2038-02-07 00:00:00+00:00","GB","small"
"4e853bb3","Software","2038-09-07 00:00:00+00:00","SG","small"
"dc5d145d","Transportation & car rental","2038-04-16 00:00:00+00:00","NL","small"
"23f70756","Business services","2038-04-06 00:00:00+00:00","CA","small"
"6e206b50","Software","2038-03-26 00:00:00+00:00","GB","small"
"c21fa664","Software","2040-11-16 00:00:00+00:00","US","small"
"d7d8b238","Personal services","2038-04-30 00:00:00+00:00","GB","small"
"c1ca0089","Software","2038-06-15 00:00:00+00:00","HK","small"
"917fc563","Business services","2038-06-13 00:00:00+00:00","AU","small"
"9c5f5a81","Clothing & accessory","2038-10-26 00:00:00+00:00","ES","small"
"aef0b487","Healthcare","2039-02-21 00:00:00+00:00","CA","small"
"a9f1cc46","Education","2039-01-24 00:00:00+00:00","US","small"
"76e3d6a8","Ticketing & events","2039-04-08 00:00:00+00:00","CA","small"
"e785df9a","Specialty retail","2039-07-01 00:00:00+00:00","US","small"
"2f5eeae7","Merchandise","2041-05-21 00:00:00+00:00","ES","small"
"d7ef9762","Business services","2039-07-24 00:00:00+00:00","US","small"
"f7f780e7","Furnishing","2039-08-13 00:00:00+00:00","AT","small"
"91570be1","Automotive parts and repair/service shops","2039-08-26 00:00:00+00:00","GB","small"
"f6d18fa6","Merchandise","2041-05-21 00:00:00+00:00","IT","small"
"ecdf3ee7","Personal services","2039-09-11 00:00:00+00:00","CA","small"
"db5e4f67","Others","2039-10-24 00:00:00+00:00","US","small"
"6ab554e9","Software","2041-04-12 00:00:00+00:00","NO","small"
"277694de","Merchandise","2039-11-21 00:00:00+00:00","GB","small"
"91a3c5de","Religion, politics & other memberships","2039-12-06 00:00:00+00:00","AU","small"
"da745532","Business services","2041-01-21 00:00:00+00:00","US","small"
"55ea2cb7","Education","2040-02-04 00:00:00+00:00","US","small"
"153f88ff","Religion, politics & other memberships","2040-03-05 00:00:00+00:00","CA","small"
"0d94be4e","Digital goods","2040-02-10 00:00:00+00:00","GB","small"
"17de1403","Merchandise","2040-03-30 00:00:00+00:00","AU","small"
"2db92c66","Rentals","2040-06-01 00:00:00+00:00","US","small"
"d72f4da8","Art & photography","2040-03-28 00:00:00+00:00","US","small"
"bce9e727","Grocery & food stores","2040-04-06 00:00:00+00:00","FR","small"
"c7b95270","Software","2040-09-21 00:00:00+00:00","MY","small"
"ca6fd014","Business services","2040-04-27 00:00:00+00:00","NZ","small"
"fa488540","Merchandise","2040-12-14 00:00:00+00:00","LU","small"
"e74a11a6","Business services","2040-05-18 00:00:00+00:00","US","small"
"d7255425","Leisure","2040-07-01 00:00:00+00:00","DE","small"
"a58cc8d9","Art & photography","2040-07-08 00:00:00+00:00","CA","small"
"7904ac40","Business services","2040-08-24 00:00:00+00:00","US","small"
"028c353f","Software","2041-01-19 00:00:00+00:00","PT","small"
"6095a373","Travel & lodging","2040-12-29 00:00:00+00:00","ES","medium"
"fc4eb292","Digital goods","2040-12-05 00:00:00+00:00","LT","small"
"91096975","Digital goods","2040-08-19 00:00:00+00:00","GB","small"
"42058554","Clothing & accessory","2040-09-27 00:00:00+00:00","US","small"
"490c643b","Education","2040-11-18 00:00:00+00:00","HK","small"
"704f9ba0","Rentals","2040-08-27 00:00:00+00:00","GR","small"
"02f9fa6d","Ticketing & events","2040-09-03 00:00:00+00:00","IE","small"
"0ec854e5","Business services","2041-02-14 00:00:00+00:00","AU","small"
"0a63081b","Automotive parts and repair/service shops","2040-09-03 00:00:00+00:00","GB","small"
"9c8b06e2","Education","2041-01-28 00:00:00+00:00","AU","small"
"0ac4ab32","Business services","2041-05-21 00:00:00+00:00","US","small"
"362cc8f0","Rentals","2040-10-10 00:00:00+00:00","MT","small"
"cdfed718","Religion, politics & other memberships","2040-11-05 00:00:00+00:00","US","small"
"3e8fe006","Others","2040-10-21 00:00:00+00:00","US","small"
"318a42ae","Religion, politics & other memberships","2040-10-25 00:00:00+00:00","MY","small"
"2e3bd367","Education","2040-10-30 00:00:00+00:00","US","small"
"f4130b95","Others","2040-12-13 00:00:00+00:00","GB","small"
"498c045a","Others","2040-11-10 00:00:00+00:00","GB","small"
"010e3d67","Business services","2041-01-12 00:00:00+00:00","US","small"
"82eb5676","Art & photography","2040-12-23 00:00:00+00:00","US","small"
"c658d4fb","Business services","2041-02-05 00:00:00+00:00","US","small"
"7fc49fa9","Leisure","2040-11-28 00:00:00+00:00","AU","small"
"2708d7d2","Clothing & accessory","2041-03-13 00:00:00+00:00","DE","small"
"64f3915d","Clothing & accessory","2040-12-07 00:00:00+00:00","MY","small"
"90081747","Furnishing","2040-12-29 00:00:00+00:00","IT","small"
"c8480bb1","Personal services","2041-03-02 00:00:00+00:00","GB","small"
"bf998d4b","Personal services","2041-01-15 00:00:00+00:00","CA","small"
"537b5a76","Business services","2041-05-21 00:00:00+00:00","US","small"
"90336179","Specialty retail","2041-03-01 00:00:00+00:00","AU","small"
"64c3ce6b","Cosmetics","2041-04-11 00:00:00+00:00","CH","small"
"42dafcc1","Merchandise","2041-04-01 00:00:00+00:00","US","medium"
"05ba1a13","Ticketing & events","2041-03-09 00:00:00+00:00","AU","small"
"1e87ce24","Others","2041-03-26 00:00:00+00:00","US","small"
"30a48c21","Merchandise","2041-05-21 00:00:00+00:00","MX","small"
"da6a7b7f","Art & photography","2041-05-21 00:00:00+00:00","CA","small"
"fc352306","Merchandise","2041-05-21 00:00:00+00:00","IN","small"
"c176fbe7","Business services","2041-04-15 00:00:00+00:00","US","small"
"712e361e","Healthcare","2041-05-21 00:00:00+00:00","US","small"
"c2a9c47b","Clothing & accessory","2041-05-21 00:00:00+00:00","GB","small"
"5a0e0898","Clothing & accessory","2041-05-21 00:00:00+00:00","US","small"
"ec11a076","Clothing & accessory","2041-05-21 00:00:00+00:00","IT","small"
"99039aeb","Leisure","2041-05-21 00:00:00+00:00","GB","medium"
"6a87e559","Merchandise","2041-05-21 00:00:00+00:00","CA","small"
"914dd002","Religion, politics & other memberships","2041-05-21 00:00:00+00:00","GB","small"
"ab9bff51","Religion, politics & other memberships","2041-05-21 00:00:00+00:00","AU","small"
"f9a89b3c","Merchandise","2041-05-21 00:00:00+00:00","SE","small"
"190abf0c","Transportation & car rental","2041-05-21 00:00:00+00:00","FR","small"
"ca2e7e3c","Clothing & accessory","2041-05-21 00:00:00+00:00","IT","small"
"ebd81c71","Cosmetics","2041-05-21 00:00:00+00:00","CH","small"
"abeb1349","Business services","2041-05-21 00:00:00+00:00","IN","small"
"dc08e1d5","Clothing & accessory","2041-05-21 00:00:00+00:00","ES","small"
"80f80799","Software","2033-11-20 00:00:00+00:00","US","small"
"97c77a81","Digital goods","2035-05-19 00:00:00+00:00","AU","small"
"134853c1","Business services","2034-07-03 00:00:00+00:00","IE","small"
"b34b562f","Art & photography","2036-06-24 00:00:00+00:00","GB","small"
"1103b855","Cosmetics","2036-10-10 00:00:00+00:00","DE","small"
"ffa1b2f9","Merchandise","2036-11-18 00:00:00+00:00","SG","small"
"fc717330","Software","2037-09-28 00:00:00+00:00","ES","small"
"93684a8f","Personal services","2041-05-22 00:00:00+00:00","AU","small"
"7c3628b0","Travel & lodging","2040-05-14 00:00:00+00:00","CY","small"
"8450a49a","Merchandise","2037-09-20 00:00:00+00:00","FR","small"
"d4df76b2","Charity","2041-05-22 00:00:00+00:00","US","small"
"e4324c9f","Ticketing & events","2038-01-12 00:00:00+00:00","US","small"
"249189a1","Automotive parts and repair/service shops","2037-09-07 00:00:00+00:00","CA","small"
"c92f051d","Business services","2037-10-03 00:00:00+00:00","US","small"
"2364d1cf","Digital goods","2040-02-05 00:00:00+00:00","CA","small"
"ad63426a","Merchandise","2038-02-01 00:00:00+00:00","US","small"
"2742c857","Furnishing","2038-05-01 00:00:00+00:00","GB","small"
"d6f8e2a6","Merchandise","2038-04-27 00:00:00+00:00","NL","small"
"b68a4a07","Travel & lodging","2039-05-18 00:00:00+00:00","US","small"
"be7d25c1","Digital goods","2038-08-25 00:00:00+00:00","US","small"
"76ec34b4","Ticketing & events","2038-08-21 00:00:00+00:00","GB","small"
"9901fa44","Clothing & accessory","2038-10-01 00:00:00+00:00","GB","small"
"cac6bc6e","Personal services","2038-10-08 00:00:00+00:00","US","small"
"5f3b6436","Personal services","2038-11-01 00:00:00+00:00","US","small"
"4691ed0c","Software","2040-11-09 00:00:00+00:00","US","small"
"01e85abb","Grocery & food stores","2041-01-22 00:00:00+00:00","GB","small"
"aa2a45a2","Software","2039-07-29 00:00:00+00:00","GB","small"
"86ab7910","Education","2039-09-05 00:00:00+00:00","JP","small"
"4b3074cb","Clothing & accessory","2039-09-11 00:00:00+00:00","US","small"
"b5b1abe3","Merchandise","2039-12-22 00:00:00+00:00","US","small"
"11a4672f","Travel & lodging","2040-01-31 00:00:00+00:00","US","small"
"f405abaa","Leisure","2040-08-24 00:00:00+00:00","US","small"
"63b1a6fe","Software","2040-04-01 00:00:00+00:00","JP","small"
"47d11e16","Grocery & food stores","2040-11-23 00:00:00+00:00","US","small"
"34ee46b9","Art & photography","2040-04-27 00:00:00+00:00","FR","small"
"44388270","Food & drink","2040-04-24 00:00:00+00:00","FR","small"
"7c61b946","Food & drink","2040-05-08 00:00:00+00:00","SG","small"
"26904702","Personal services","2040-06-17 00:00:00+00:00","IT","small"
"5a74ef1b","Healthcare","2040-07-28 00:00:00+00:00","US","small"
"ad8adc96","Software","2041-02-02 00:00:00+00:00","GB","small"
"0ce5f79b","Cosmetics","2040-07-28 00:00:00+00:00","MY","small"
"50a3869f","Construction","2040-09-17 00:00:00+00:00","FR","small"
"4fccaffa","Business services","2040-10-05 00:00:00+00:00","GB","small"
"c29f1078","Education","2040-12-07 00:00:00+00:00","SG","large"
"244f1061","Religion, politics & other memberships","2041-01-01 00:00:00+00:00","US","small"
"3d262ea0","Specialty retail","2041-03-12 00:00:00+00:00","IT","small"
"437c3ea2","Others","2041-02-23 00:00:00+00:00","NL","small"
"c69fb081","Others","2041-03-05 00:00:00+00:00","CZ","small"
"f0d980ec","Food & drink","2041-01-01 00:00:00+00:00","JP","small"
"180dabcb","Grocery & food stores","2041-05-22 00:00:00+00:00","US","small"
"75a1bd27","Clothing & accessory","2041-01-29 00:00:00+00:00","FR","small"
"75e198f9","Software","2041-01-29 00:00:00+00:00","US","small"
"18e6cab8","Software","2041-05-22 00:00:00+00:00","US","small"
"2c10bcdb","Clothing & accessory","2041-04-24 00:00:00+00:00","CH","small"
"fa19b325","Grocery & food stores","2041-05-22 00:00:00+00:00","ES","small"
"dc58633a","Rentals","2041-04-09 00:00:00+00:00","ES","small"
"153f809e","Clothing & accessory","2041-04-26 00:00:00+00:00","US","small"
"ad21c357","Clothing & accessory","2041-04-15 00:00:00+00:00","FR","small"
"6fbd9917","Business services","2041-04-24 00:00:00+00:00","EE","small"
"4930a589","Leisure","2041-05-22 00:00:00+00:00","US","small"
"851093ff","Specialty retail","2041-05-22 00:00:00+00:00","IT","small"
"44b83203","Merchandise","2041-05-22 00:00:00+00:00","SK","small"
"61d14fa4","Personal services","2041-05-22 00:00:00+00:00","GB","small"
"1326daf2","Digital goods","2041-05-22 00:00:00+00:00","MY","small"
